name,type,sedol,bidPrice,askPrice,netIC,netAC
BNY Mellon Sustainable UK Opportunities (Class W) (Income),Income,B7RLX83,160.31,160.31,0,0.8
BNY Mellon Sustainable UK Opportunities (Inclusive Income),Income,3118988,314.21,314.21,0,0.87
BNY Mellon UK Equity (Class W) (Accumulation),Accumulation,B6X4W59,198.15,198.15,0,0.79
BNY Mellon UK Equity (Class W) (Income),Income,B8GHL29,148.91,148.91,0,0.79
BNY Mellon UK Equity (Inclusive Income),Income,0677954,846.96,846.96,0,0.86
BNY Mellon UK Income (Class W) (Accumulation),Accumulation,B7M90R0,214.11,214.11,0,0.79
BNY Mellon UK Income (Class W) (Income),Income,B7W2G37,143.75,143.75,0,0.79
BNY Mellon UK Income (Inclusive Income),Income,0677921,70.37,70.37,0,0.86
BNY Mellon US Equity Income Fund Institutional (W) (Accumulation),Accumulation,BGV53H3,156.33,156.33,0,0.82
BNY Mellon US Opportunities (Class W) (Accumulation),Accumulation,B8L14S3,303.03,303.03,0,0.86
BNY Mellon US Opportunities (Class W) (Income),Income,B8L1Q10,294.81,294.81,0,0.86
BNY Mellon US Opportunities (Inclusive Income),Income,0677835,316.46,316.46,0,0.93
Brook Developed Markets (Class I) (Income),Income,BM90B90,29719.59,29719.59,0,0.99
Brook European Focus Absolute Return (Class I GBP) (Accumulation),Accumulation,BZ1J022,12497.09,12497.09,0,1.19
Brook European Focus Fund (Class I) (Income),Income,BM90BP6,17647.68,17647.68,0,0.93
Brook Global Emerging Markets Fund (Class I) (Accumulation),Accumulation,BMXMV81,9478.61,9478.61,0,1.1
Brown Advisory Global Leaders (B GBP) (Accumulation),Accumulation,BD9MKL8,1556,1556,0,0.97
Brown Advisory Global Leaders (B GBP) (Income),Income,BYPJ0V0,1611,1611,0,0.88
Brown Advisory Global Leaders (B USD) (Accumulation),Accumulation,BVVHP56,1265.7,1265.7,0,0.92
Brown Advisory Global Leaders Sterling (Class B H) (Accumulation),Accumulation,BVVHP90,1250,1250,0,0.97
Brown Advisory Global Sustainable Total Return Bon (Income),Income,BNR5DF4,968,968,0,0.65
Brown Advisory Latin American (B GBP) (Income),Income,BFZ0XJ9,,,,
Brown Advisory US Equity Growth (A USD) (Inclusive Accumulation),Accumulation,B0PVD64,3291.46,3291.46,0,0.88
Brown Advisory US Equity Growth (B USD) (Accumulation),Accumulation,B8FXN00,2349.34,2349.34,0,0.86
Brown Advisory US Equity Growth (B USD) (Income),Income,B0PVD86,3895.69,3895.69,0,0.86
Brown Advisory US Equity Value (A GBP) (Inclusive Income),Income,B0PVD97,,,,
Brown Advisory US Flexible Equity (B USD) (Accumulation),Accumulation,BJ357R0,1911.27,1911.27,0,0.91
Brown Advisory US Flexible Equity SRI (B USD) (Income),Income,B4QRVY3,,,,
Brown Advisory US Mid-Cap Growth (B GBP) (Accumulation),Accumulation,BYW8R75,1558,1558,0,0.93
Brown Advisory US Smaller Companies (B GBP) (Income),Income,B0PVDH5,2444,2444,0,0.87
Brown Advisory US Smaller Companies (B USD) (Accumulation),Accumulation,B0PVDJ7,2773.89,2773.89,0,0.89
Brown Advisory US Sustainable Growth (B GBP) (Accumulation),Accumulation,BF1T6V3,1502,1502,0,0.9
Brown Advisory US Sustainable Growth (B GBP) (Income),Income,BF1T6X5,2359,2359,0,0.86
Brown Advisory US Sustainable Growth (B USD) (Income),Income,BF1T6T1,1650.5,1650.5,0,0.86
BSF Emerg Markets Flexi Dynamic Bond Hgd (D4 GBP) (Income),Income,BP84020,7359,7359,0,1.01
Capital Group AMCAP (Z) (Accumulation),Accumulation,BYW8VZ1,1266,1266,0,0.8
Capital Group AMCAP (Zgd) (Income),Income,BYW8WB4,1217,1217,0,0.8
Capital Group AMCAP (Zh-GBP) (Accumulation),Accumulation,BD582Y7,1151,1151,0,0.8
Capital Group Asian Horizon (Class Z) (Accumulation),Accumulation,BM9PMN6,638,638,0,1.08
Capital Group Emerging Markets Debt (Z GBP) (Accumulation),Accumulation,B7M3254,1207,1207,0,0.9
Capital Group Emerging Markets Debt (Z GBP) (Income),Income,BBH82Q3,734,734,0,0.9
Capital Group Emerging Markets Local Curr (Z GBP) (Accumulation),Accumulation,B9LYYV2,846,846,0,0.9
Capital Group Emerging Markets Local Curr (Z GBP) (Income),Income,BVL80H6,533,533,0,0.9
Capital Group Emerging Markets Total Opp (Z GBP) (Accumulation),Accumulation,B8KDCR5,1099,1099,0,1.03
Capital Group Emerging Markets Total Opp (Z GBP) (Income),Income,B94SY11,776,776,0,1.03
Capital Group Euro Bond Z (Accumulation),Accumulation,B9FCB33,1444,1444,0,0.6
Capital Group Euro Bond Z (Income),Income,B9F99H4,1058,1058,0,0.6
Capital Group Euro Corporate Bond Z (Accumulation),Accumulation,B8JTVK0,1113,1113,0,0.6
Capital Group Euro Corporate Bond Z (Income),Income,BBH82L8,984,984,0,0.6
Capital Group European Growth & Income (Class Z) (Accumulation),Accumulation,B90W536,3278,3278,0,0.9
Capital Group European Growth & Income (Class Z) (Income),Income,B9CGRB8,2296,2296,0,0.9
Capital Group European Opportunities (Class Z) (Accumulation),Accumulation,BM9PNF5,834,834,0,0.9
Capital Group European Opportunities (Class Z) (Income),Income,BM9PP04,830,830,0,0.9
Capital Group Global Allocation Z (Accumulation),Accumulation,BH88TN0,1692,1692,0,0.89
Capital Group Global Allocation Z (Income),Income,BH88TT6,1554,1554,0,0.89
Capital Group Global Bond Z (Accumulation),Accumulation,B9N5RD6,1601,1601,0,0.6
Capital Group Global Bond Z (Income),Income,BBH82H4,1399,1399,0,0.6
Capital Group Global Equity BD (Inclusive Income),Income,B01BF17,,,,
Capital Group Global Equity Z (Accumulation),Accumulation,B9N5H69,3285,3285,0,0.9
Capital Group Global Equity Z (Income),Income,B9N5521,2815,2815,0,0.9
Capital Group Global Growth & Income Z (Accumulation),Accumulation,B9046W8,,,,
Capital Group Global Growth & Income Z (Income),Income,B95YSB6,,,,
Capital Group Global High Income Opps (Class Z) (Accumulation),Accumulation,B79J0V7,3751,3751,0,0.89
Capital Group Global High Income Opps (Class Z) (Income),Income,B7VH3C1,2160,2160,0,0.89
Capital Group Global High Income Opps (Class Zgd) (Income),Income,B7XYJM2,1956,1956,0,0.89
Capital Group Investment Co of America (Class Zgd) (Income),Income,BD2MWB9,1310.22,1310.22,0,0.8
Capital Group Investment Company of America (Z) (Accumulation),Accumulation,BD2MVX4,1457,1457,0,0.8
Capital Group Investment Company of America (Z) (Income),Income,BD2MW20,1396,1396,0,0.8
Capital Group Investment Company of America (Inclusive Accumulation),Accumulation,BD2MTX0,,,,
Capital Group Investment Company of America (Inclusive Income),Income,BD2MV12,,,,
Capital Group Japan Equity (Z GBP) (Accumulation),Accumulation,B9FHXD2,1391,1391,0,0.9
Capital Group Japan Equity (Z GBP) (Income),Income,B7YLBW6,1311,1311,0,0.9
Capital Group New Economy Fund (Lux) Class Z (Accumulation),Accumulation,BJ7WS18,918,918,0,0.9
Capital Group New Perspective (LUX) (Accumulation),Accumulation,BYSR0B1,1533.63,1533.63,0,0.84
Capital Group New Perspective (Z Hedged GBP) (Accumulation),Accumulation,BYSR0T9,1218,1218,0,0.84
Capital Group New Perspective (Accumulation),Accumulation,BYSR077,1544,1544,0,0.84
Capital Group New Perspective (Income),Income,BYSR0F5,1504,1504,0,0.84
Capital Group New World (Accumulation),Accumulation,BD076B4,1203,1203,0,1.03
Capital Group New World (Income),Income,BD076M5,1170,1170,0,1.03
Capital Group US Corporate Bond (Class Z) (Accumulation),Accumulation,BD5D9Q3,899.19,899.19,0,0.6
Capital Group US Corporate Bond (Class Z) (Income),Income,BD5DB34,775.96,775.96,0,0.6
Capital Group US Corporate Bond (Class Zd) (Income),Income,BD5D9T6,800,800,0,0.6
Capital Group World Dividend Growers Z (Accumulation),Accumulation,BBH7ZN8,1781,1781,0,0.9
Capital Group World Dividend Growers Z (Income),Income,BBH7ZS3,1459,1459,0,0.9
Capital Group World Growth & Income Z (Accumulation),Accumulation,BK6N9L6,994,994,0,0.9
Capital Group World Growth & Income Z (Income),Income,BK6N9Q1,,,,
Capital Group World Growth & Income ZD (Income),Income,BK6N9P0,978,978,0,0.9
Capital Income Builder (Z) (Accumulation),Accumulation,BDZRLH0,975,975,0,0.9
Capital Income Builder (Z) (Income),Income,BDZRLK3,899,899,0,0.9
Carmignac Portfolio Capital Plus (Accumulation),Accumulation,B467YQ6,,,,
Carmignac Portfolio Capital Plus (Income),Income,BYNYZF6,,,,
Carmignac Portfolio Commodities (F Hedged) (Accumulation),Accumulation,B45Z7L7,,,,
Carmignac Portfolio Credit  (W) (Accumulation),Accumulation,BF43H08,11425.15,11425.15,0,1
Carmignac Portfolio Emergents (W) (Accumulation),Accumulation,BGP6SV1,17165,17165,0,1.15
Carmignac Portfolio Emerging Discovery (Accumulation),Accumulation,BGP6SY4,16735,16735,0,1.29
Carmignac Portfolio Emerging Patrimoine (F Hedged) (Accumulation),Accumulation,B3SFLB5,,,,
Carmignac Portfolio Emerging Patrimoine (F) (Accumulation),Accumulation,BGP6T07,,,,
Carmignac Portfolio Grande Europe (W) (Accumulation),Accumulation,BMW2PM4,10340,10340,0,1.15
Carmignac Portfolio Green Gold (Class W) (Accumulation),Accumulation,BGP6SS8,12553,12553,0,1.14
Carmignac Portfolio Investissement (F Hgd) (Accumulation),Accumulation,BGP6TB8,,,,
Carmignac Portfolio Investissement (F) (Accumulation),Accumulation,BGP6T96,,,,
Carmignac Portfolio Securite (F Hdg) (Accumulation),Accumulation,BGP6TK7,11159,11159,0,0.55
Carmignac Portfolio Unconstrained Global Bond (Accumulation),Accumulation,B46K5H3,,,,
Carmignac Portfolio Unconstrained Global Bond (Accumulation),Accumulation,BGP6T63,14611,14611,0,0.8
Carmignac Portfolio Unconstrained Global Bond (Income),Income,B8368D9,,,,
Carvetian Electric & General 'A' Shares (Inclusive Income),Income,B52CBS3,277.5,277.5,0,0.86
Castlefield B.E.S.T Sustainable European (Income),Income,BF4VR35,114.36,114.36,0,1.11
Castlefield B.E.S.T Sustainable Income (Income),Income,B13NPH4,70.21,70.21,0,1.23
Castlefield B.E.S.T Sustainable Portfolio (Income),Income,BYXG3H0,111.74,111.74,0,1.24
Castlefield B.E.S.T Sustainable UK Opportunities (Income),Income,B8J7Y49,407.63,407.63,0,1.08
Castlefield B.E.S.T Sustainable UK Smaller Comps (Income),Income,B1XQNH9,677.58,677.58,0,1.1
Castlefield B.E.S.T Sustainable UK Smaller Comps (Inclusive Income),Income,B1XQNF7,,,,
Castlefield B.E.S.T UK Opportunities (Inclusive Income),Income,B1XQN91,,,,
Castlefield B.E.S.T.Sustainable Income (Inclusive Income),Income,B13NP85,,,,
Castlefield Real Return (Income),Income,B12V148,260.53,260.53,0,1.53
CCM Intelligent Wealth Fund (Income),Income,BFZ0WV4,,,,
CF Canlife Asia Pacific Class C (Accumulation),Accumulation,B719QW8,1472.74,1472.74,0,0.89
CFIC Octopus UK Micro Cap Growth (Class A) (Inclusive Accumulation),Accumulation,B1VK1D5,,,,
CFIC Octopus UK Micro Cap Growth (P) (Accumulation),Accumulation,B1VK1J1,,,,
CFP SDL Free Spirit (Accumulation),Accumulation,BYYQC27,158.38,158.38,0,1.13
CFP SDL Free Spirit (Income),Income,BYYQC49,155.53,155.53,0,1.13
CFP SDL UK Buffettology (Accumulation),Accumulation,BF0LDZ3,126.06,126.06,0,1.13
CFP SDL UK Buffettology (Income),Income,BKJ9C67,312.08,312.08,0,1.13
CFP SDL UK Buffettology (Inclusive Income),Income,B3QQFJ6,,,,
CG Absolute Return (Income),Income,BYQ69B3,14179,14179,0,0.6
CG Real Return Class (GBP) (Income),Income,3430411,20925,20925,0,0.39
CG The Dollar Fund (hedged) (Income),Income,BY7QHV8,10244,10244,0,0.34
CG The Dollar Fund (Income),Income,B41GP76,17331,17331,0,0.34
CGWM Global Equity (Class R GBP Hedged) (Accumulation),Accumulation,BDF17T6,10982.73,10982.73,0,1.14
CGWM Global Equity (Class R GBP Hedged) (Income),Income,BDF17V8,10447.59,10447.59,0,1.14
Charlemagne Magna Global Emerging Markets (Accumulation),Accumulation,BKY7T87,,,,
Chelverton UK Equity Growth (Class B) (Accumulation),Accumulation,BP855B7,344.52,344.52,0,0.87
Chelverton UK Equity Growth (Class B) (Income),Income,BP85595,324.17,324.17,0,0.87
Chelverton UK Equity Income (Class B) (Accumulation),Accumulation,B1Y9J57,253.26,253.26,0,0.84
Chelverton UK Equity Income (Class B) (Income),Income,B1FD646,114.37,114.37,0,0.84
Close Balanced Portfolio Class X (Accumulation),Accumulation,B7KDKJ6,218.3,218.3,0,0.89
Close Bond Income Portfolio (Class X) (Accumulation),Accumulation,B7V89J3,162.1,162.1,0,0.48
Close Bond Income Portfolio (Class X) (Income),Income,B7SK9B4,119.7,119.7,0,0.45
Close Conservative Portfolio (Class X) (Accumulation),Accumulation,B8B9ZS4,184.2,184.2,0,0.89
Close Conservative Portfolio (Class X) (Income),Income,B82P008,162,162,0,0.92
Close Diversified Income Portfolio (Class X) (Accumulation),Accumulation,B708TJ4,196.7,196.7,0,1.1
Close Diversified Income Portfolio (Class X) (Income),Income,B5N0YZ4,138.3,138.3,0,1.11
Close FTSE techMARK (Class X) (Accumulation),Accumulation,B87JKQ1,275.8,275.8,0,0.67
Close Growth Portfolio (Class X) (Accumulation),Accumulation,B7F1W22,240.8,240.8,0,0.92
Close Managed Balanced (Class X) (Accumulation),Accumulation,B8H6TT8,281.7,281.7,0,1.14
Close Managed Conservative (Class X) (Accumulation),Accumulation,B45DZX9,243.4,243.4,0,1.16
Close Managed Conservative (Class X) (Income),Income,B7XQSH6,205.5,205.5,0,1.16
Close Managed Growth (Class X) (Accumulation),Accumulation,B815Z37,312.9,312.9,0,1.12
Close Managed Income (Class X) (Accumulation),Accumulation,B80PQP7,247.4,247.4,0,1.2
Close Managed Income (Class X) (Income),Income,B8HFR79,180.1,180.1,0,1.21
Close Select Fixed Income (Class X) (Accumulation),Accumulation,BD6DSC1,110.4,110.4,0,0.48
Close Select Fixed Income (Class X) (Income),Income,BD6R7Y8,97.03,97.03,0,0.48
Close Strategic Alpha (Accumulation),Accumulation,B7MTYH8,213,213,0,1.31
Close Sustainable Balanced Class X (Accumulation),Accumulation,BLPK3Z7,109.7,109.7,0,0.91
Close Tactical Select Passive Balanced (Class X) (Accumulation),Accumulation,B8HS8W0,323.7,323.7,0,0.51
Close Tactical Select Passive Conservative (Class (Accumulation),Accumulation,B88TGW8,279.4,279.4,0,0.49
Close Tactical Select Passive Conservative (Class (Income),Income,B7FHXB6,235.7,235.7,0,0.49
Close Tactical Select Passive Growth (Class X) (Accumulation),Accumulation,B7SG1Y9,353.7,353.7,0,0.51
Consistent Opportunties Unit Trut (Accumulation),Accumulation,0217758,174.1,179.8,0,1.2
Consistent Opportunties Unit Trut (Income),Income,0216409,65.01,67.1,0,1.2
Consistent Practical Investment Fund (Accumulation),Accumulation,0698267,1479,1589,0,1.13
Consistent Practical Investment Fund (Income),Income,0698245,241.7,259.5,0,1.13
CRUX Asia ex-Japan Fund (Class A) (Accumulation),Accumulation,BK9R799,8311,8311,0,1.3
CRUX China Fund (Class A) (Accumulation),Accumulation,BK9R6T2,7843,7843,0,1.3
Developed World Fossil Fuel Screened (Class D) (Accumulation),Accumulation,BFK3MT6,116.31,116.46,0,0.13
EdenTree Resp & Sust European Equity (A) (Inclusive Income),Income,0844662,306.8,306.8,0,1.08
EdenTree Resp & Sust European Equity (B) (Income),Income,0844833,310.3,310.3,0,0.82
EdenTree Resp & Sust Global Equity (A) (Inclusive Income),Income,0844866,324.5,324.5,0,1.01
EdenTree Resp & Sust Global Equity (B) (Income),Income,0844907,327.7,327.7,0,0.81
EdenTree Resp & Sust Sterling Bond (B) (Income),Income,B2PF8D2,105.8,105.8,0,0.59
EdenTree Resp & Sust Sterling Bond (Inclusive Income),Income,B2PF8B0,94.01,94.01,0,0.7
EdenTree Resp & Sust UK Equity (A) (Inclusive Income),Income,0937131,228.4,228.4,0,1.09
EdenTree Resp & Sust UK Equity (B) (Income),Income,0937175,228.1,228.1,0,0.79
EdenTree Resp & Sust UK Equity Opps (A) (Inclusive Income),Income,0844598,283,283,0,1.04
EdenTree Resp & Sust UK Equity Opps (B) (Income),Income,0844606,289.4,289.4,0,0.8
EdenTree Responsible & Sust. Short Dated Bond (Income),Income,BZ012J0,96.17,96.17,0,0.39
EdenTree Responsible and Sustainable Managed Inc (Income),Income,0944971,140.9,140.9,0,0.35
EdenTree Responsible and Sustainable Managed Inc (Inclusive Income),Income,0944982,132.4,132.4,0,0.82
EF Brompton Global Balanced (Accumulation),Accumulation,BG6LVS3,151.96,151.96,0,1.68
EF Brompton Global Conservative (Accumulation),Accumulation,BG6LVN8,137.24,137.24,0,1.69
EF Brompton Global Equity (Accumulation),Accumulation,B6Y1P94,212.22,212.22,0,1.55
EF Brompton Global Growth (Accumulation),Accumulation,BG6LVX8,164.4,164.4,0,1.72
EF Brompton Global Income (Income),Income,B7KZXR1,130.87,130.87,0,1.89
EF Brompton Global Opportunities (Accumulation),Accumulation,B7MHLC6,200.9,200.9,0,1.69
EF Brunswick Diversified Portfolio (Class B) (Accumulation),Accumulation,B16ZKG1,180.08,180.08,0,1.55
EF Rosevine Capital Global Equity (Accumulation),Accumulation,BFWYM20,117.27,117.27,0,1
EF Tellsons Endeavour (Class A) (Accumulation),Accumulation,BJ391H0,137.13,137.13,0,1.01
EF Tellsons Endeavour (Class A) (Income),Income,BJ391G9,116.03,116.03,0,1.01
EF WM Global Corporate Autonomies (Accumulation),Accumulation,BV0LRZ3,204.83,204.83,0,1.01
EF WM Global Corporate Autonomies (Income),Income,BV0LRY2,190.95,190.95,0,1.01
Emerging Markets Discovery Equity (Class Qd GBP 9) (Income),Income,BJGTL33,1040,1040,0,0.92
Equities Swiss Small and Mid (Class D GBP) (Accumulation),Accumulation,BPCX0Z6,25318,25318,0,1.05
Equitile Resilience (Feeder) (Accumulation),Accumulation,BDD1KW2,19623,19623,0,0.98
ES AllianceBernstein Concentrated Global Equity (Accumulation),Accumulation,BL4SF23,138,138,0,0.85
ES AllianceBernstein Concentrated US Equity (I) (Accumulation),Accumulation,BL4SF67,150.7,150.7,0,0.85
ES AllianceBernstein Europe (Ex UK) Equity (I) (Accumulation),Accumulation,BJMHLK8,119.9,119.9,0,0.8
ES AllianceBernstein Europe (Ex UK) Equity (I) (Income),Income,BJMHLH5,113.9,113.9,0,0.8
ES AllianceBernstein Low Volatility Global Equity (Accumulation),Accumulation,BL4SFG7,137.6,137.6,0,0.7
ES AllianceBernstein Low Volatility Global Equity (Income),Income,BL4SFF6,134.7,134.7,0,0.7
ES AllianceBernstein Sustainable US Equity Class I (Accumulation),Accumulation,BL4SFB2,165.4,165.4,0,0.8
ES Ardevora UK Income (Accumulation),Accumulation,B4RL973,,,,
ES Ardevora UK Income (Income),Income,B78H603,,,,
ES Baker Steel Electrum (Class B) (Accumulation),Accumulation,BPJGV00,104.09,104.09,0,1.5
ES Baker Steel Gold and Precious Metals (B) (Accumulation),Accumulation,BNGMZG1,116.72,116.72,0,2.01
ES Investec Wealth & Investment Balanced (Class A) (Accumulation),Accumulation,BMW2QC1,106.2,106.2,0,1
ES Investec Wealth & Investment Balanced (Class A) (Income),Income,BMW2QD2,103.4,103.4,0,1
ES Investec Wealth & Investment Growth (Class A) (Accumulation),Accumulation,BMW2QH6,107.9,107.9,0,1
ES Investec Wealth & Investment Income (Class A) (Inclusive Accumulation),Accumulation,BMW2QM1,108.6,108.6,0,1
ES Investec Wealth & Investment Income (Class A) (Inclusive Income),Income,BMW2QN2,105.1,105.1,0,1
ES River & Mercantile Dynamic Asset Allocation (B) (Accumulation),Accumulation,BLZH7L2,366.73,366.73,0,0.73
ES River & Mercantile European (Class B) (Income),Income,BMX64P1,124.6,124.6,0,0.95
ES River & Mercantile Global High Alpha (Class B) (Accumulation),Accumulation,BZB1R49,407.61,407.61,0,0.87
ES River & Mercantile Global Recovery (Class B) (Income),Income,B9428D3,615.26,615.26,0,1.16
ES River & Mercantile UK Dynamic Equity B (Accumulation),Accumulation,B7H1R58,542.03,542.03,0,0.73
ES River & Mercantile UK Eq High Alpha (Class B) (Accumulation),Accumulation,B3D79W3,1152.09,1152.09,0,0.9
ES River & Mercantile UK Eq Smaller Cos (Class B) (Accumulation),Accumulation,B1DSZS0,2864.85,2864.85,0,0.83
ES River & Mercantile UK Eq Smaller Cos (Class B) (Income),Income,BC4DSV5,648.62,648.62,0,0.83
ES River & Mercantile UK Equity Income (Class B) (Income),Income,B3KQG44,541.12,541.12,0,0.89
ES River & Mercantile UK Recovery (Income),Income,B614J05,1233.52,1233.52,0,1.1
ES Share Centre Multi Manager Income (Accumulation),Accumulation,BZCN7R7,,,,
F&C Global Bond (Inclusive Accumulation),Accumulation,3313868,,,,
F&C Global Bond (Inclusive Income),Income,3313857,,,,
F&C Global Emerging Markets (EUR) (Inclusive Accumulation),Accumulation,B06KKS1,,,,
F&C Global Emerging Markets (EUR) (Inclusive Income),Income,3260577,,,,
F&C Global Emerging Markets (GBP) (Inclusive Income),Income,3260618,,,,
F&C Global Emerging Markets (USD) (Inclusive Accumulation),Accumulation,B1FGDG6,,,,
F&C Global Emerging Markets (USD) (Inclusive Income),Income,3260599,,,,
Federated Hermes Absolute Return Credit (F Hedged) (Accumulation),Accumulation,BWFRCV4,107.34,107.34,0,0.55
Federated Hermes Absolute Return Credit (F Hedged) (Income),Income,BWFRCW5,96.97,96.97,0,0.55
Federated Hermes Global Emerg Mkts SMID Equity (F) (Accumulation),Accumulation,BFZNVF0,125.41,125.41,0,1.19
Federated Hermes Global Equity (Accumulation),Accumulation,B3FPGZ7,331.74,331.74,0,0.75
Federated Hermes Global Equity ESG (Accumulation),Accumulation,BKRCPS1,239.11,239.11,0,0.63
Federated Hermes Global Equity (Income),Income,B3FPGY6,217.11,217.11,0,0.75
Federated Hermes Global High Yield Credit (F Hdgd) (Accumulation),Accumulation,BBJPFN0,127.34,127.34,0,0.82
